yachin,type,size,hougaku,years,loft,kouzo,all_floor,target_floor,access_minutes,land_price,dummy_ivc,prefecture
5.1,1K,20.74,南東,2,0,木造,2,1,9,102000,0,埼玉県
5,1K,20.74,南,2,0,木造,2,1,9,102000,0,埼玉県
4.9,1K,30.27,南西,3,0,軽量鉄骨,2,1,16,53000,0,埼玉県
5.5,1K,25.07,南,1,0,鉄骨,3,1,3,64700,0,埼玉県
5,1K,25.89,東,0,0,木造,2,2,5,56200,0,埼玉県
5.15,1K,25.89,-,1,0,木造,2,1,18,68500,0,埼玉県
5.1,1K,25.33,南西,0,0,木造,2,2,10,108000,0,埼玉県
5.1,1LDK,45.77,南,1,0,木造,2,1,2,36800,0,埼玉県
5.2,1K,34.32,南,3,0,木造,2,1,26,26800,0,埼玉県
5.1,1K,28.15,南,3,0,木造,2,1,4,47300,0,埼玉県
5.3,1K,28.15,南,3,0,木造,2,2,4,47300,0,埼玉県
5.4,1K,26.4,南西,3,0,木造,2,1,13,249000,0,埼玉県
5.1,1K,25.89,-,2,0,木造,2,1,6,41000,0,埼玉県
5.2,1K,23.18,東,0,0,軽量鉄骨,3,1,11,139000,0,埼玉県
5.2,1K,23.19,南東,0,0,木造,2,1,4,128000,0,埼玉県
5.7,1DK,26.08,東,0,0,軽量鉄骨,3,1,9,98000,0,埼玉県
5.9,1DK,26.08,東,0,0,軽量鉄骨,3,2,9,98000,0,埼玉県
6,1DK,26.08,東,0,0,軽量鉄骨,3,3,9,98000,0,埼玉県
5.1,1K,20.74,南,2,0,木造,2,1,9,102000,0,埼玉県
5.5,ワンルーム,20.55,西,0,1,木造,2,2,11,176000,0,埼玉県
6.6,1LDK,30.64,東,0,0,木造,2,1,11,176000,0,埼玉県
4.9,1K,25.89,東,0,0,木造,2,2,5,56200,0,埼玉県
6.2,1LDK,30.64,東,0,0,木造,2,1,11,194000,0,埼玉県
6.6,1LDK,30,東,0,0,木造,2,2,11,194000,0,埼玉県
5.1,1K,20.12,東,1,0,鉄骨,4,1,9,288000,0,埼玉県
5.8,1K,20.11,南,1,0,鉄骨,4,4,9,288000,0,埼玉県
5.9,1K,20.11,南,1,0,鉄骨,4,3,9,288000,0,埼玉県
5.1,1K,20,南,2,0,木造,3,3,10,233000,0,埼玉県
6,ワンルーム,23.8,西,2,0,鉄骨,3,3,4,248000,0,埼玉県
5.1,ワンルーム,33.12,-,1,0,鉄骨,3,1,14,65400,0,埼玉県
5.2,ワンルーム,33.12,-,1,0,鉄骨,3,1,14,65400,0,埼玉県
5.3,ワンルーム,33.12,-,1,0,鉄骨,3,2,14,65400,0,埼玉県
5.3,ワンルーム,33.12,-,1,0,鉄骨,3,3,14,65400,0,埼玉県
5.4,ワンルーム,33.12,-,1,0,鉄骨,3,2,14,65400,0,埼玉県
5.4,ワンルーム,33.12,-,1,0,鉄骨,3,3,14,65400,0,埼玉県
5.3,1K,32.94,南,2,0,木造,2,1,18,105000,0,埼玉県
5.2,1K,30.28,南,0,0,軽量鉄骨,2,1,5,106000,0,埼玉県
5.4,1K,30.28,南,0,0,軽量鉄骨,2,1,5,106000,0,埼玉県
5.4,1K,26.25,南東,0,0,鉄筋コン,5,2,6,239000,0,埼玉県
6.1,1LDK,39.41,南,0,0,軽量鉄骨,2,2,5,106000,0,埼玉県
6.3,1LDK,40.09,南,0,0,軽量鉄骨,2,2,5,106000,0,埼玉県
5.15,1K,26.08,南,3,0,鉄骨,3,1,11,88900,0,埼玉県
5.55,1K,26.08,南,3,0,鉄骨,3,3,11,88900,0,埼玉県
5.15,1K,26,-,1,0,木造,2,1,12,35000,0,埼玉県
5.2,1K,25.93,南,0,0,木造,2,1,14,53300,0,埼玉県
5.9,1LDK,53.36,南,0,0,木造,3,2,13,103000,0,埼玉県
6,1LDK,53.36,南,0,0,木造,3,2,13,103000,0,埼玉県
6.1,1LDK,53.36,南,0,0,木造,3,2,13,103000,0,埼玉県
6.4,1LDK,53.36,南,0,0,木造,3,3,13,103000,0,埼玉県
6.5,1LDK,53.36,南,0,0,木造,3,3,13,103000,0,埼玉県
5.2,1K,28.15,南東,1,0,木造,2,2,15,113000,0,埼玉県
5.5,1K,28.15,南東,1,0,木造,2,2,13,113000,0,埼玉県
5.3,ワンルーム,27.22,南,2,0,木造,2,1,13,106000,0,埼玉県
5.6,1K,26.4,南西,3,0,木造,2,2,12,249000,0,埼玉県
5.1,1K,26.25,南東,0,0,鉄筋コン,5,1,6,239000,0,埼玉県
5.3,1K,26.25,南東,0,0,鉄筋コン,5,1,6,239000,0,埼玉県
5.4,1K,26.25,南東,0,0,鉄筋コン,5,3,6,239000,0,埼玉県
5.9,1LDK,39.41,南,0,0,軽量鉄骨,2,2,5,106000,0,埼玉県
5.6,1K,26.25,南東,0,0,鉄筋コン,5,5,6,239000,0,埼玉県
5.6,1K,26.25,南東,0,0,鉄筋コン,5,2,6,239000,0,埼玉県
5.7,1K,26.25,南東,0,0,鉄筋コン,5,4,6,239000,0,埼玉県
5.8,1K,26.25,南東,0,0,鉄筋コン,5,5,6,239000,0,埼玉県
5.1,1K,24.84,東,2,0,木造,2,2,13,127000,0,埼玉県
5.1,1K,24.84,南西,2,0,木造,2,2,13,127000,0,埼玉県
5.2,1K,23.6,南東,0,0,木造,3,1,4,149000,0,埼玉県
5.4,1K,25.46,南西,0,0,木造,3,1,4,149000,0,埼玉県
5.4,1K,23.6,南東,0,0,木造,3,2,4,149000,0,埼玉県
5.3,1K,22.92,南,2,0,木造,3,3,18,173000,0,埼玉県
5.2,1K,22.75,-,0,0,木造,2,1,16,108000,0,埼玉県
5.5,1K,27.04,-,0,0,木造,2,2,16,108000,0,埼玉県
5.2,1K,21.34,南西,2,0,鉄骨,4,1,8,233000,0,埼玉県
5.2,1K,21.34,南西,1,0,鉄骨,4,1,9,233000,0,埼玉県
5.7,1K,20.65,東,3,0,鉄骨,3,3,8,212000,0,埼玉県
5.2,1K,19.87,南,3,0,木造,2,2,3,159000,0,埼玉県
5,ワンルーム,12.1,南,0,0,木造,2,1,9,185000,0,埼玉県
5.6,1K,26.25,南東,0,0,鉄筋コン,5,3,6,239000,0,埼玉県
5.3,1K,27.32,東,3,0,木造,2,2,9,98000,0,埼玉県
5.3,1K,26.87,南西,2,0,鉄骨,3,1,7,111000,0,埼玉県
5.2,1K,26.08,-,1,0,鉄骨,3,2,11,106000,0,埼玉県
5.5,1K,26.08,-,1,0,鉄骨,3,3,11,106000,0,埼玉県
5.25,ワンルーム,21.97,西,2,1,木造,2,2,4,98000,0,埼玉県
5.45,ワンルーム,21.97,西,2,1,木造,2,1,4,98000,0,埼玉県
5.4,1LDK,46.06,南西,2,0,木造,2,1,27,38200,0,埼玉県
5.3,1LDK,44.18,南,2,0,木造,2,1,10,17500,0,埼玉県
5.4,1LDK,42.62,南西,3,0,木造,3,2,14,65900,0,埼玉県
5.3,ワンルーム,31.82,南東,0,0,木造,2,1,12,100000,0,埼玉県
5.4,ワンルーム,31.82,南東,0,0,木造,2,1,12,100000,0,埼玉県
5.5,ワンルーム,31.82,南東,0,0,木造,2,2,12,100000,0,埼玉県
5.6,ワンルーム,31.82,南東,0,0,木造,2,2,12,100000,0,埼玉県
6.2,1LDK,42.58,南西,0,0,木造,3,2,9,106000,0,埼玉県
6.4,1LDK,42.6,南西,0,0,木造,3,2,9,106000,0,埼玉県
6.6,1LDK,42.59,南西,0,0,木造,3,2,9,106000,0,埼玉県
6.7,1LDK,54.16,南西,0,0,木造,3,3,9,106000,0,埼玉県
6.9,1LDK,54.19,南西,0,0,木造,3,3,9,106000,0,埼玉県
5.8,1K,30.85,南西,0,0,木造,3,1,9,106000,0,埼玉県
5.3,1K,28.13,-,3,1,木造,2,1,10,197000,0,埼玉県
5.3,1K,27.61,南,0,0,鉄骨鉄筋,3,1,5,64600,0,埼玉県
5.4,1K,28.1,南,0,0,鉄骨鉄筋,3,1,5,64600,0,埼玉県
5.4,1K,27.61,南,0,0,鉄骨鉄筋,3,2,5,64600,0,埼玉県
5.4,1K,27.17,南,0,0,鉄骨鉄筋,3,1,5,64600,0,埼玉県
5.5,1K,28.1,南,0,0,鉄骨鉄筋,3,2,5,64600,0,埼玉県
5.5,1K,27.61,南,0,0,鉄骨鉄筋,3,3,5,64600,0,埼玉県
5.5,1K,27.17,南,0,0,鉄骨鉄筋,3,2,5,64600,0,埼玉県
5.6,1K,28.1,南,0,0,鉄骨鉄筋,3,3,5,64600,0,埼玉県
5.6,1K,27.17,南,0,0,鉄骨鉄筋,3,3,5,64600,0,埼玉県
5.2,1K,19.87,西,3,0,木造,2,2,9,147000,0,埼玉県
6.5,1LDK,53.33,南西,2,0,木造,3,3,19,75900,0,埼玉県
5.3,1K,31.21,南西,1,0,木造,2,1,25,127000,0,埼玉県
5.4,1K,31.21,南西,1,0,木造,2,1,25,127000,0,埼玉県
5.5,1K,31.21,南,1,0,木造,2,2,25,127000,0,埼玉県
5.3,1K,31.21,-,1,0,木造,2,1,27,127000,0,埼玉県
5.4,1K,31.21,-,1,0,木造,2,1,27,127000,0,埼玉県
5.6,1K,30.85,南西,0,0,木造,3,1,9,106000,0,埼玉県
5.35,1K,22.1,東,0,0,木造,2,1,7,197000,0,埼玉県
5.9,1LDK,41.26,南,0,0,木造,3,2,10,103000,0,埼玉県
5.4,ワンルーム,30,東,3,0,鉄骨,3,3,1,113000,0,埼玉県
5.6,1K,27.62,-,1,0,鉄骨,2,1,3,106000,0,埼玉県
5.5,1K,27.14,南,3,0,鉄骨,2,2,7,169000,0,埼玉県
5.3,1K,26.08,西,2,0,木造,2,1,11,150000,0,埼玉県
5.3,1K,26.08,西,2,0,木造,2,2,11,150000,0,埼玉県
5.6,1K,26.08,西,2,0,木造,2,2,11,150000,0,埼玉県
5.5,1K,26.08,南,3,0,鉄骨,2,2,7,169000,0,埼玉県
5.6,1K,25.89,-,2,0,木造,2,2,8,111000,0,埼玉県
5.3,1K,23.02,南,0,0,木造,2,2,6,69200,0,埼玉県
5.3,1K,22.35,南,0,0,木造,2,1,6,69200,0,埼玉県
5.4,1K,22.77,南東,2,0,木造,2,1,7,118000,0,埼玉県
5.4,1K,20.16,東,3,0,鉄骨,3,1,5,102000,0,埼玉県
5.4,1K,20.04,西,1,0,鉄骨,4,1,10,294000,0,埼玉県
5.5,1LDK,45.46,南西,2,0,軽量鉄骨,2,1,22,65600,0,埼玉県
5.5,1LDK,41.88,南西,2,0,木造,2,1,18,69800,0,埼玉県
5.35,ワンルーム,32.95,南,0,0,軽量鉄骨,3,1,13,59800,0,埼玉県
5.35,1K,31.21,-,2,0,木造,2,1,12,37100,0,埼玉県
6.6,1LDK,42.27,南,0,0,木造,2,2,12,96500,0,埼玉県
5.45,1K,30.18,南西,2,0,木造,2,2,18,72400,0,埼玉県
5.45,1K,26.5,西,3,0,木造,2,1,8,106000,0,埼玉県
5.3,1K,25.25,南,2,0,木造,2,2,15,75900,0,埼玉県
5.45,1K,21.25,南,3,0,木造,3,3,6,228000,0,埼玉県
5.5,1LDK,49.14,南,0,0,木造,2,2,9,48700,0,埼玉県
5.5,1LDK,49.14,南,2,0,木造,2,2,9,48700,0,埼玉県
5.5,1LDK,46.06,南,2,0,木造,2,1,12,36200,0,埼玉県
5.5,1LDK,46.06,南,3,0,木造,2,1,12,36200,0,埼玉県
5.5,ワンルーム,34.49,南,0,0,軽量鉄骨,2,2,10,98000,0,埼玉県
5.5,1DK,28.15,南東,0,0,木造,2,1,24,180000,0,埼玉県
5.6,1DK,28.15,南東,0,0,木造,2,1,24,180000,0,埼玉県
6,1LDK,37.67,南東,0,0,木造,2,2,24,180000,0,埼玉県
5.5,1K,28.13,西,3,1,木造,2,1,10,197000,0,埼玉県
5.5,1K,27.04,南東,0,0,木造,2,2,16,108000,0,埼玉県
5.4,1K,26.25,北西,1,0,鉄筋コン,5,1,18,388000,0,埼玉県
6,1K,29.6,南東,0,0,木造,2,2,5,170000,0,埼玉県
6.5,1LDK,42.27,南,0,0,木造,2,2,12,96500,0,埼玉県
5.7,1LDK,52.99,南東,3,0,木造,3,3,3,45400,0,埼玉県
5.7,1LDK,52.99,南東,3,0,木造,3,3,3,45400,0,埼玉県
5.65,1K,31.7,南西,3,0,鉄骨,2,1,2,117000,0,埼玉県
5.3,1K,26.83,-,0,0,木造,2,1,12,100000,0,埼玉県
5.4,1K,26.83,-,0,0,木造,2,1,12,100000,0,埼玉県
5.6,1K,32.02,-,0,0,木造,2,2,12,100000,0,埼玉県
5.7,1K,32.02,-,0,0,木造,2,2,12,100000,0,埼玉県
5.5,ワンルーム,26.5,-,2,0,木造,2,1,2,53000,0,埼玉県
5.55,1K,26.37,-,3,0,木造,2,1,6,64600,0,埼玉県
5.55,1K,25.87,-,3,0,鉄骨,3,1,4,112000,0,埼玉県
5.85,1K,25.87,-,3,0,鉄骨,3,3,4,112000,0,埼玉県
5.7,1LDK,46,南西,3,0,木造,2,2,20,48800,0,埼玉県
5.9,1LDK,46,南西,3,0,木造,2,2,20,48800,0,埼玉県
5.6,1LDK,42.62,南,2,0,木造,3,2,2,72600,0,埼玉県
6.3,1LDK,54.63,東,3,0,木造,2,2,18,86700,0,埼玉県
6.2,1LDK,46.03,南東,3,0,木造,2,1,1,89200,0,埼玉県
5.9,1DK,33.12,南東,0,0,木造,2,1,20,191000,0,埼玉県
5.4,ワンルーム,30.33,-,3,0,軽量鉄骨,3,3,9,64600,0,埼玉県
6.6,1LDK,42.28,南東,0,0,木造,2,2,38,99000,0,埼玉県
6.8,1LDK,42.28,南東,0,0,木造,2,2,38,99000,0,埼玉県
5.6,1LDK,32.4,南西,0,0,木造,2,1,23,102000,0,埼玉県
5.9,1K,31.05,南西,0,0,木造,2,1,8,168000,0,埼玉県
6.2,1K,31.05,南西,0,0,木造,2,1,8,168000,0,埼玉県
6.4,1K,31.05,南西,0,0,木造,2,2,8,168000,0,埼玉県
6.6,1K,31.05,南西,0,0,木造,2,2,8,168000,0,埼玉県
5.7,1K,30.87,東,0,0,鉄骨,2,1,10,115000,0,埼玉県
5.6,1K,30.12,-,0,0,木造,2,2,16,108000,0,埼玉県
5.6,1K,30.12,南東,0,0,木造,2,2,16,108000,0,埼玉県
5.95,1K,30.44,南,0,0,木造,2,2,18,108000,0,埼玉県
5.5,1K,26.9,南東,2,0,鉄骨,3,1,7,206000,0,埼玉県
5.6,1K,25.92,南西,3,0,鉄筋コン,3,3,12,240000,0,埼玉県
5.7,1K,21.9,西,2,0,木造,2,2,5,228000,0,埼玉県
5.6,1K,20.3,-,3,0,鉄骨,4,2,13,258000,0,埼玉県
5.6,1K,19.49,南,3,0,鉄骨,4,4,12,258000,0,埼玉県
5.7,1K,21.03,西,3,0,鉄骨,4,2,14,258000,0,埼玉県
5.9,1LDK,32.44,南東,0,0,木造,2,1,38,99000,0,埼玉県
5.5,1K,29.27,-,0,0,鉄骨,3,1,12,106000,0,埼玉県
5.6,1K,29.27,-,0,0,鉄骨,3,3,12,106000,0,埼玉県
5.6,1K,29.27,-,0,0,鉄骨,3,2,12,106000,0,埼玉県
5.7,1K,29.27,-,0,0,鉄骨,3,2,12,106000,0,埼玉県
5.7,1K,29.27,-,0,0,鉄骨,3,3,12,106000,0,埼玉県
5.9,1K,29.27,-,0,0,鉄骨,3,1,12,106000,0,埼玉県
6,1K,29.27,-,0,0,鉄骨,3,1,12,106000,0,埼玉県
6.1,1K,29.27,-,0,0,鉄骨,3,2,12,106000,0,埼玉県
6.2,1K,29.27,-,0,0,鉄骨,3,2,12,106000,0,埼玉県
6.2,1K,29.27,-,0,0,鉄骨,3,3,12,106000,0,埼玉県
6.3,1K,29.27,-,0,0,鉄骨,3,3,12,106000,0,埼玉県
5.4,1K,21.47,南西,3,0,鉄骨,3,1,8,133000,0,埼玉県
5.6,1K,21.47,-,3,0,鉄骨,3,3,8,133000,0,埼玉県
5.7,1LDK,52.02,南東,2,0,木造,2,2,22,61300,0,埼玉県
5.7,1LDK,42.74,南東,2,0,木造,2,1,12,72200,0,埼玉県
5.7,1LDK,40,南,0,0,鉄骨,2,1,12,100000,0,埼玉県
5.8,1LDK,40,南,0,0,鉄骨,2,2,12,100000,0,埼玉県
5.7,1SK,31.65,東,3,0,木造,3,1,13,100000,0,埼玉県
5.7,1LDK,35.57,南,1,0,軽量鉄骨,2,1,8,140000,0,埼玉県
5.8,1SK,32.97,-,0,0,軽量鉄骨,2,2,7,206000,0,埼玉県
5.6,1K,31.65,南西,0,0,木造,3,1,19,143000,0,埼玉県
6.5,1LDK,53.36,南西,0,0,木造,3,2,18,143000,0,埼玉県
5.7,1K,24.63,南,3,0,木造,2,1,7,102000,0,埼玉県
6.1,1K,24.11,-,0,0,鉄骨,3,3,10,240000,0,埼玉県
6.3,1K,25.39,北,0,0,鉄骨,3,3,10,240000,0,埼玉県
6,1K,22.35,東,1,0,鉄骨,3,3,7,146000,0,埼玉県
5.85,1K,21.24,南東,2,0,木造,2,2,6,176000,0,埼玉県
5.85,1K,21.24,南東,2,0,木造,2,1,6,176000,0,埼玉県
5.7,1K,17.32,南,1,0,木造,3,2,8,405000,0,埼玉県
5.7,1K,17.32,南,0,0,木造,3,2,8,405000,0,埼玉県
6,1K,21.87,南西,2,0,鉄骨,4,4,6,531000,0,埼玉県
5.6,1K,17.14,北西,2,0,鉄骨,4,1,6,531000,0,埼玉県
5.6,1K,17.14,北西,3,0,鉄骨,4,2,6,531000,0,埼玉県
5.6,ワンルーム,16.99,北,0,0,鉄骨,4,1,4,321000,0,埼玉県
5.7,ワンルーム,17.3,東,1,0,鉄筋コン,4,1,13,321000,0,埼玉県
6.1,ワンルーム,20.11,東,1,0,鉄筋コン,4,2,13,321000,0,埼玉県
6,1LDK,40,南,0,0,鉄骨,2,2,12,100000,0,埼玉県
6.3,ワンルーム,20.01,東,1,0,鉄筋コン,4,2,13,321000,0,埼玉県
5.7,ワンルーム,21.76,北,3,0,木造,2,2,13,126000,0,埼玉県
5.7,ワンルーム,21.54,南,3,0,木造,2,2,14,126000,0,埼玉県
5.8,1LDK,44.15,南東,0,0,鉄骨,2,1,5,82500,0,埼玉県
5.7,1LDK,41.3,南,3,0,木造,3,2,29,82000,0,埼玉県
5.8,1LDK,37.13,西,0,0,木造,2,1,15,130000,0,埼玉県
6,1LDK,37.13,西,0,0,木造,2,1,15,130000,0,埼玉県
6.5,1LDK,46.06,西,0,0,木造,2,2,15,130000,0,埼玉県
6.7,1LDK,46.06,西,0,0,木造,2,2,15,130000,0,埼玉県
6.8,1DK,31.09,南西,0,0,軽量鉄骨,2,2,14,185000,0,埼玉県
5.8,1LDK,40.85,南,1,0,木造,2,1,63,45000,0,埼玉県
5.8,1SK,30.85,南東,1,0,木造,3,1,3,125000,0,埼玉県
5.8,1K,30.34,南西,0,0,鉄骨,3,2,13,130000,0,埼玉県
5.9,1K,30,南,1,0,木造,2,1,15,99700,0,埼玉県
5.65,ワンルーム,29.58,南西,1,0,軽量鉄骨,3,2,4,68500,0,埼玉県
5.8,1K,28.99,南,3,0,木造,2,1,13,259000,0,埼玉県
5.9,1K,28.99,南,3,0,木造,2,1,13,259000,0,埼玉県
6.3,ワンルーム,20.11,東,1,0,鉄筋コン,4,2,13,321000,0,埼玉県
5.8,1K,23.56,南,3,0,木造,2,1,13,259000,0,埼玉県
5.9,1K,28.99,南,3,0,木造,2,1,13,259000,0,埼玉県
5.9,1K,26.08,南東,1,0,木造,2,1,12,197000,0,埼玉県
5.9,1K,26.08,南,1,0,木造,2,2,12,197000,0,埼玉県
6.2,1K,21.18,西,0,0,木造,3,3,15,242000,0,埼玉県
5.9,1K,20.56,東,0,1,木造,2,1,4,221000,0,埼玉県
6,1K,20.56,東,0,1,木造,2,1,4,221000,0,埼玉県
6.1,1K,20.56,東,0,1,木造,2,1,4,221000,0,埼玉県
6.3,1K,20.56,東,0,1,木造,2,2,4,221000,0,埼玉県
6.5,1K,20.56,東,0,1,木造,2,2,4,221000,0,埼玉県
6,1K,20.54,南東,0,0,木造,2,2,5,201000,0,埼玉県
5.8,1LDK,52.99,南,3,0,木造,3,3,25,82000,0,埼玉県
5.9,1LDK,44.15,南東,1,0,鉄骨,2,1,5,82500,0,埼玉県
5.8,1LDK,39.62,南,0,0,木造,2,1,20,78200,0,埼玉県
5.85,ワンルーム,26.08,東,0,0,鉄骨,3,1,22,110000,0,埼玉県
5.95,ワンルーム,26.08,東,0,0,鉄骨,3,1,22,110000,0,埼玉県
6.05,ワンルーム,26.08,東,0,0,鉄骨,3,2,22,110000,0,埼玉県
5.8,ワンルーム,24.63,東,0,0,軽量鉄骨,3,2,6,172000,0,埼玉県
6.25,ワンルーム,26.08,東,0,0,鉄骨,3,3,22,110000,0,埼玉県
5.9,1LDK,45.09,-,0,0,木造,2,1,18,164000,0,埼玉県
6,1SK,31.65,南,3,0,木造,3,1,15,146000,0,埼玉県
6,1SK,31.62,南,3,0,木造,2,1,15,146000,0,埼玉県
5.9,1K,27.5,南,0,0,木造,3,1,5,172000,0,埼玉県
5.9,1K,27.44,南,0,0,木造,3,1,5,172000,0,埼玉県
6.1,1K,27.5,南,0,0,木造,3,2,5,172000,0,埼玉県
6.1,1K,27.44,南,0,0,木造,3,1,5,172000,0,埼玉県
6.1,1K,27.44,南,0,0,木造,3,2,5,172000,0,埼玉県
6.2,1K,27.5,南,0,0,木造,3,2,5,172000,0,埼玉県
6.2,1K,27.5,南,0,0,木造,3,3,5,172000,0,埼玉県
6.2,1K,27.44,南,0,0,木造,3,3,5,172000,0,埼玉県
6.3,1K,27.44,南,0,0,木造,3,2,5,172000,0,埼玉県
6.4,1K,27.5,南,0,0,木造,3,3,5,172000,0,埼玉県
6.4,1K,27.44,南,0,0,木造,3,3,5,172000,0,埼玉県
5.9,1K,27.4,南,0,0,木造,3,1,5,202000,0,埼玉県
6.1,1K,27.4,南,0,0,木造,3,2,5,202000,0,埼玉県
6.15,ワンルーム,26.08,東,0,0,鉄骨,3,2,22,110000,0,埼玉県
6.2,1K,27.4,南,0,0,木造,3,2,5,202000,0,埼玉県
7.15,1K,24.99,南西,0,0,木造,2,2,19,318000,0,埼玉県
6.3,1K,27.4,南,0,0,木造,3,2,5,202000,0,埼玉県
6.4,1K,27.4,南,0,0,木造,3,3,5,202000,0,埼玉県
5.8,1K,26.08,東,3,0,軽量鉄骨,3,1,2,124000,0,埼玉県
5.8,1K,26.08,南東,2,0,鉄骨,3,1,2,124000,0,埼玉県
5.65,1K,26.08,-,3,0,鉄骨,3,1,16,235000,0,埼玉県
5.65,1K,26.08,南,3,0,鉄骨,3,1,15,235000,0,埼玉県
6.7,ワンルーム,25.71,南,0,0,鉄筋コン,3,2,6,242000,0,埼玉県
6.9,ワンルーム,25.71,南,0,0,鉄筋コン,3,2,6,242000,0,埼玉県
7,ワンルーム,25.71,南,0,0,鉄筋コン,3,3,6,242000,0,埼玉県
5.9,1K,24.84,東,3,0,木造,2,1,8,103000,0,埼玉県
6.1,1K,24.15,南,3,0,木造,2,1,14,185000,0,埼玉県
6.7,1K,22.01,南西,0,0,木造,3,3,10,217000,0,埼玉県
5.9,ワンルーム,22,南西,1,0,木造,2,1,10,128000,0,埼玉県
6,ワンルーム,22,南西,1,0,木造,2,1,10,128000,0,埼玉県
6,ワンルーム,22,南西,1,0,木造,2,2,10,128000,0,埼玉県
6.2,1K,27.4,南,0,0,木造,3,3,5,202000,0,埼玉県
5.9,1K,21.73,東,3,0,鉄骨,3,3,12,285000,0,埼玉県
6,1K,20.07,南,1,0,鉄骨,3,2,2,148000,0,埼玉県
5.7,1LDK,40,南,0,0,軽量鉄骨,2,1,12,100000,0,埼玉県
6.5,1K,36.85,東,0,0,木造,2,2,2,140000,0,埼玉県
5.95,ワンルーム,26.5,南西,2,1,木造,2,1,11,175000,0,埼玉県
5.95,1K,26.08,南,2,0,鉄骨,3,3,6,106000,0,埼玉県
5.95,1K,25.89,-,2,0,木造,2,1,19,151000,0,埼玉県
6.15,1K,25.89,-,2,0,木造,2,2,19,151000,0,埼玉県
5.95,1K,21.11,南東,3,0,鉄骨,4,2,8,283000,0,埼玉県
6,1LDK,102,-,0,0,その他,3,1,6,106000,0,埼玉県
6.1,1LDK,45.57,南東,1,0,木造,2,1,15,75900,0,埼玉県
6.5,1SLDK,55.27,南東,1,0,木造,2,2,15,75900,0,埼玉県
5.9,1LDK,45.55,-,3,0,軽量鉄骨,2,1,12,65600,0,埼玉県
6,1LDK,43.05,南,2,0,鉄筋コン,6,1,1,53600,0,埼玉県
6,1LDK,40.85,南東,0,0,鉄骨,3,1,6,106000,0,埼玉県
6.3,1LDK,40.85,南東,0,0,鉄骨,3,2,6,106000,0,埼玉県
6.4,1LDK,40.85,南東,0,0,鉄骨,3,3,6,106000,0,埼玉県
6,1LDK,40.85,南,0,0,鉄骨,3,1,6,106000,0,埼玉県
5.8,1K,21.73,東,3,0,鉄骨,3,1,12,285000,0,埼玉県
5.9,1LDK,37.81,南西,3,0,軽量鉄骨,2,2,11,105000,0,埼玉県
6.6,1LDK,44.63,南東,3,0,鉄筋コン,4,4,4,113000,0,埼玉県
6.1,1K,30.7,南東,2,0,鉄筋コン,3,3,5,108000,0,埼玉県
6.1,1K,30.7,南東,2,0,鉄筋コン,3,3,5,108000,0,埼玉県
6,ワンルーム,27.45,南西,0,0,木造,2,1,15,172000,0,埼玉県
5.9,1K,27.32,南東,3,0,軽量鉄骨,3,1,18,279000,0,埼玉県
5.9,1K,26.08,西,3,0,鉄骨,3,1,1,148000,0,埼玉県
6.2,1K,26.08,南,0,0,鉄骨,3,3,10,147000,0,埼玉県
5.8,1K,26.08,南西,3,0,鉄骨,3,1,5,242000,0,埼玉県
6.2,1K,26.08,南西,3,0,鉄骨,3,2,5,242000,0,埼玉県
6.1,1K,25.67,東,0,0,軽量鉄骨,3,2,5,150000,0,埼玉県
6.2,1K,25.67,東,0,0,軽量鉄骨,3,2,5,150000,0,埼玉県
6.3,1SK,25.67,東,0,0,軽量鉄骨,3,1,5,150000,0,埼玉県
6.3,1K,25.67,東,0,0,軽量鉄骨,3,3,5,150000,0,埼玉県
6.4,1SK,25.67,東,0,0,軽量鉄骨,3,1,5,150000,0,埼玉県
6.4,1K,25.67,東,0,0,軽量鉄骨,3,3,5,150000,0,埼玉県
5.9,1SK,22.35,南,0,0,鉄骨,3,1,5,153000,0,埼玉県
6,1K,21.53,西,0,0,木造,2,1,5,201000,0,埼玉県
6.4,1LDK,40.85,南,0,0,鉄骨,3,3,6,106000,0,埼玉県
6.25,1K,30.91,-,3,0,鉄骨,3,2,4,91000,0,埼玉県
6.05,1K,28.79,東,1,0,木造,2,1,51,84500,0,埼玉県
6.05,ワンルーム,26.5,-,1,0,木造,2,1,12,104000,0,埼玉県
6.05,1K,24.49,南東,2,0,木造,2,1,15,235000,0,埼玉県
5.9,1LDK,51.57,南,3,0,軽量鉄骨,2,1,11,44700,0,埼玉県
6.1,1LDK,43.59,南東,1,0,木造,2,2,20,119000,0,埼玉県
6.1,1LDK,38.02,南東,2,0,軽量鉄骨,2,2,13,119000,0,埼玉県
6.1,1LDK,37.76,南東,1,0,木造,2,1,11,134000,0,埼玉県
7,1LDK,49,西,0,0,軽量鉄骨,3,1,4,119000,0,埼玉県
6,1LDK,35.91,南,1,0,軽量鉄骨,2,1,8,112000,0,埼玉県
6.2,1SK,30.85,西,0,0,木造,3,1,15,277000,0,埼玉県
6.4,1SK,30.85,西,0,0,木造,3,1,15,277000,0,埼玉県
7.1,1LDK,42.58,西,0,0,木造,3,2,15,277000,0,埼玉県
7.3,1LDK,42.6,西,0,0,木造,3,2,15,277000,0,埼玉県
7.3,1LDK,42.59,西,0,0,木造,3,2,15,277000,0,埼玉県
7.7,1LDK,54.16,西,0,0,木造,3,3,15,277000,0,埼玉県
